index,der_word,subtitle_ind,eng_sent,video_code,start,end,tokens,movie_dir,sinc
13099,until,325,you've gotta wait until  your contracts are up.,SI104,1067360,1069979,you've gotta wait until your contracts are up,./silicon,F
13100,your,325,you've gotta wait until  your contracts are up.,SI104,1067360,1069979,you've gotta wait until your contracts are up,./silicon,F
13101,contracts,325,you've gotta wait until  your contracts are up.,SI104,1067360,1069979,you've gotta wait until your contracts are up,./silicon,F
13102,are,325,you've gotta wait until  your contracts are up.,SI104,1067360,1069979,you've gotta wait until your contracts are up,./silicon,F
13103,up,325,you've gotta wait until  your contracts are up.,SI104,1067360,1069979,you've gotta wait until your contracts are up,./silicon,F
13104,i,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13105,get,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13106,,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13107,you,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13108,catch,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13109,on,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13110,slow,326,I get it.  - You catch on slow.,SI104,1069980,1072440,i get  you catch on slow,./silicon,F
13111,you'll,327,You'll fit right in here.,SI104,1072450,1073810,you'll fit right in here,./silicon,F
13112,fit,327,You'll fit right in here.,SI104,1072450,1073810,you'll fit right in here,./silicon,F
13113,right,327,You'll fit right in here.,SI104,1072450,1073810,you'll fit right in here,./silicon,F
13114,in,327,You'll fit right in here.,SI104,1072450,1073810,you'll fit right in here,./silicon,F
13115,here,327,You'll fit right in here.,SI104,1072450,1073810,you'll fit right in here,./silicon,F
13116,lunch,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13117,arby's,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13118,on,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13119,el,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13120,camino,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13121,i'll,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13122,drive,328,Lunch? Arby's on El Camino? I'll drive.,SI104,1073820,1076649,lunch arby's on el camino i'll drive,./silicon,F
13123,no,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13124,let's,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13125,walk,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13126,it'll,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13127,take,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13128,longer,329,"No, let's walk. It'll take longer.",SI104,1076650,1078950,no let's walk it'll take longer,./silicon,F
13129,gotta,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13130,do,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13131,something,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13132,to,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13133,fill,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13134,day,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13135,right,330,"Gotta do something to fill the day, right?",SI104,1078960,1081060,gotta do something to fill day right,./silicon,F
13136,i,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13137,was,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13138,drunk,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13139,you,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13140,took,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13141,advantage,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13142,of,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13143,me,331,I was drunk! You took advantage of me!,SI104,1081070,1083150,i was drunk you took advantage of me,./silicon,F
13144,man,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13145,they,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13146,are,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13147,really,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13148,going,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13149,at,332,"Man, they are really going at it.",SI104,1083160,1086040,man they are really going at,./silicon,F
13150,so,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13151,um,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13152,last,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13153,night,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13154,what,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13155,was,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13156,girl,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13157,situation,333,"So, um... last night, what  was the girl situation?",SI104,1086050,1090499,so um last night what was girl situation,./silicon,F
13158,shhh,334,Shhh.,SI104,1090500,1091601,shhh,./silicon,F
13159,and,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13160,after,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13161,all,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13162,i've,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13163,given,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13164,up,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13165,for,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13166,this,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13167,company,335,And after all I've given  up for this company.,SI104,1091602,1093169,and after all i've given up for this company,./silicon,F
13168,oh,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13169,what,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13170,have,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13171,you,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13172,given,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13173,up,336,"Oh, what have you given up?",SI104,1093170,1095050,oh what have you given up,./silicon,F
13174,i,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13175,owned,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13176,ten,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13177,percent,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13178,of,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13179,dinesh's,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13180,app,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13181,ten,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13182,percent,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13183,of,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13184,gilfoyle's,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13185,app,337,"I owned ten percent of Dinesh's  app, ten percent of Gilfoyle's app.",SI104,1095060,1098550,i owned ten percent of dinesh's app ten percent of gilfoyle's app,./silicon,F
13186,multiple,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13187,potential,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13188,streams,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13189,of,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13190,income,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13191,,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13192,sure,338,Multiple potential streams of income.  - Sure.,SI104,1098560,1100630,multiple potential streams of income  sure,./silicon,F
13193,not,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13194,to,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13195,mention,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13196,that,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13197,hundred,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13198,percent,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13199,of,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13200,team,339,Not to mention that a  hundred percent of the team,SI104,1100640,1103340,not to mention that hundred percent of team,./silicon,F
13201,that,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13202,you,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13203,have,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13204,were,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13205,all,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13206,guys,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13207,that,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13208,i,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13209,recruited,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13210,for,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13211,this,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13212,house,340,"that you have, were all guys  that I recruited for this house.",SI104,1103350,1106470,that you have were all guys that i recruited for this house,./silicon,F
13213,that,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13214,must,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13215,be,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13216,worth,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13217,something,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13218,to,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13219,me,341,That must be worth something to me.,SI104,1106480,1108014,that must be worth something to me,./silicon,F
13220,is,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13221,ten,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13222,percent,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13223,of,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13224,pied,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13225,piper,342,It is! Ten percent of Pied Piper!,SI104,1108015,1110449,is ten percent of pied piper,./silicon,F
13226,for,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13227,which,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13228,i,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13229,forewent,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13230,yes,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13231,that's,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13232,real,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13233,word,343,"For which I forewent,  yes, that's a real word,",SI104,1110450,1112750,for which i forewent yes that's real word,./silicon,F
13234,one,344,one million dollars.  - Mmm.,SI104,1112760,1115580,one million dollars  mmm,./silicon,F
13235,million,344,one million dollars.  - Mmm.,SI104,1112760,1115580,one million dollars  mmm,./silicon,F
13236,dollars,344,one million dollars.  - Mmm.,SI104,1112760,1115580,one million dollars  mmm,./silicon,F
13237,,344,one million dollars.  - Mmm.,SI104,1112760,1115580,one million dollars  mmm,./silicon,F
13238,mmm,344,one million dollars.  - Mmm.,SI104,1112760,1115580,one million dollars  mmm,./silicon,F
13239,i,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13240,supported,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13241,you,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13242,richard,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13243,i,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13244,bet,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13245,on,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13246,you,345,"I supported you, Richard. I bet on you.",SI104,1115590,1118590,i supported you richard i bet on you,./silicon,F
13247,and,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13248,now,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13249,you're,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13250,just,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13251,gonna,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13252,give,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13253,me,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13254,seat,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13255,on,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13256,board,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13257,only,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13258,to,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13259,retract,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13260,that,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13261,offer,346,"And now you're just gonna give me a seat  on the board, only to retract that offer?!",SI104,1118600,1122090,and now you're just gonna give me seat on board only to retract that offer,./silicon,F
13262,i,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13263,can't,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13264,even,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13265,remember,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13266,doing,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13267,that,347,I can't even remember doing that!,SI104,1122100,1124430,i can't even remember doing that,./silicon,F
13268,oh,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13269,really,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13270,well,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13271,do,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13272,you,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13273,remember,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13274,this,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13275,particular,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13276,dickbag,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13277,i,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13278,got,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13279,on,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13280,video,348,"Oh, really? Well, do you remember this  particular dick-bag I got on video?",SI104,1124440,1127760,oh really well do you remember this particular dickbag i got on video,./silicon,F
13281,because,349,Because you did.,SI104,1127770,1129560,because you did,./silicon,F
13282,you,349,Because you did.,SI104,1127770,1129560,because you did,./silicon,F
13283,did,349,Because you did.,SI104,1127770,1129560,because you did,./silicon,F
13284,put,350,Put it away.,SI104,1129570,1132430,put away,./silicon,F
13285,away,350,Put it away.,SI104,1129570,1132430,put away,./silicon,F
13286,it's,351,It's right here.,SI104,1132440,1135100,it's right here,./silicon,F
13287,right,351,It's right here.,SI104,1132440,1135100,it's right here,./silicon,F
13288,here,351,It's right here.,SI104,1132440,1135100,it's right here,./silicon,F
13289,goddammit,352,Goddammit.,SI104,1135110,1136740,goddammit,./silicon,F
13290,i've,353,I've seen the video.,SI104,1136750,1137779,i've seen video,./silicon,F
13291,seen,353,I've seen the video.,SI104,1136750,1137779,i've seen video,./silicon,F
13292,video,353,I've seen the video.,SI104,1136750,1137779,i've seen video,./silicon,F
13293,it's,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13294,wrong,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13295,album,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13296,just,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13297,give,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13298,me,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13299,sec,354,"It's the wrong album, just give me a sec...",SI104,1137780,1139520,it's wrong album just give me sec,./silicon,F
13300,you,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13301,know,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13302,what,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13303,fuck,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13304,you,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13305,offering,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13306,me,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13307,position,355,You know what? Fuck it!  You offering me a position,SI104,1139530,1141860,you know what fuck you offering me position,./silicon,F
13308,on,356,on this board and reneging it,SI104,1141870,1143190,on this board and reneging,./silicon,F
13309,this,356,on this board and reneging it,SI104,1141870,1143190,on this board and reneging,./silicon,F
13310,board,356,on this board and reneging it,SI104,1141870,1143190,on this board and reneging,./silicon,F
13311,and,356,on this board and reneging it,SI104,1141870,1143190,on this board and reneging,./silicon,F
13312,reneging,356,on this board and reneging it,SI104,1141870,1143190,on this board and reneging,./silicon,F
13313,is,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13314,perfect,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13315,example,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13316,of,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13317,you,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13318,having,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13319,no,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13320,vision,357,"is a perfect example of  you having no vision,",SI104,1143200,1145860,is perfect example of you having no vision,./silicon,F
13321,no,358,no balls and no game.,SI104,1145870,1148330,no balls and no game,./silicon,F
13322,balls,358,no balls and no game.,SI104,1145870,1148330,no balls and no game,./silicon,F
13323,and,358,no balls and no game.,SI104,1145870,1148330,no balls and no game,./silicon,F
13324,no,358,no balls and no game.,SI104,1145870,1148330,no balls and no game,./silicon,F
13325,game,358,no balls and no game.,SI104,1145870,1148330,no balls and no game,./silicon,F
13326,maybe,359,Maybe he did blow him.,SI104,1148340,1149920,maybe he did blow him,./silicon,F
13327,he,359,Maybe he did blow him.,SI104,1148340,1149920,maybe he did blow him,./silicon,F
13328,did,359,Maybe he did blow him.,SI104,1148340,1149920,maybe he did blow him,./silicon,F
13329,blow,359,Maybe he did blow him.,SI104,1148340,1149920,maybe he did blow him,./silicon,F
13330,him,359,Maybe he did blow him.,SI104,1148340,1149920,maybe he did blow him,./silicon,F
13331,well,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13332,love,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13333,and,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13334,hate,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13335,it's,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13336,all,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13337,passion,360,"Well, love and hate... It's all passion.",SI104,1149930,1153790,well love and hate it's all passion,./silicon,F
13338,and,361,"And if that's the kind  of company you wanna run,",SI104,1153800,1155590,and if that's kind of company you wanna run,./silicon,F
13339,if,361,"And if that's the kind  of company you wanna run,",SI104,1153800,1155590,and if that's kind of company you wanna run,./silicon,F
13340,that's,361,"And if that's the kind  of company you wanna run,",SI104,1153800,1155590,and if that's kind of company you wanna run,./silicon,F
13341,kind,361,"And if that's the kind  of company you wanna run,",SI104,1153800,1155590,and if that's kind of company you wanna run,./silicon,F
13342,of,361,"And if that's the kind  of company you wanna run,",SI104,1153800,1155590,and if that's kind of company you wanna run,./silicon,F
